id_registro,id_usuario,id_contexto,fecha_hora,valencia,activacion,comentario,comentario_limpio,valencia_limpia,error_conversion_valencia,valencia_valida,error_rango_valencia,activacion_limpia,error_conversion_activacion,activacion_valida,error_rango_activacion,fecha_hora_limpia,error_fecha,id_usuario_limpio,error_usuario,usuario_valido,id_contexto_limpio,error_contexto,contexto_valido,duplicado_id_registro,error_duplicado,duplicado_fila_completa,cantidad_errores,registro_valido
5105,11,11,2026-05-28 13:24,0.59,0.12,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.59,,True,,0.12,,True,,2026-05-28 13:24:00,,11,,True,11,,True,False,,False,0,True
5408,12,12,2026-04-09 14:50,-0.51,0.66,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.51,,True,,0.66,,True,,2026-04-09 14:50:00,,12,,True,12,,True,False,,False,0,True
3147,13,1,2026-05-20 15:41,0.40,-0.44,Comprendió el problema planteado,Comprendió el problema planteado,0.4,,True,,-0.44,,True,,2026-05-20 15:41:00,,13,,True,1,,True,False,,False,0,True
4048,14,2,2026-04-03 14:27,-0.04,0.35,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.04,,True,,0.35,,True,,2026-04-03 14:27:00,,14,,True,2,,True,False,,False,0,True
4613,15,3,2026-04-02 15:46,-0.96,0.48,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.96,,True,,0.48,,True,,2026-04-02 15:46:00,,15,,True,3,,True,False,,False,0,True
3222,16,4,2026-04-20 15:28,-0.47,0.63,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.47,,True,,0.63,,True,,2026-04-20 15:28:00,,16,,True,4,,True,False,,False,0,True
4846,17,5,2026-04-04 10:23,0.19,0.30,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.19,,True,,0.3,,True,,2026-04-04 10:23:00,,17,,True,5,,True,False,,False,0,True
3560,18,6,2026-05-06 13:47,-0.16,0.95,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.16,,True,,0.95,,True,,2026-05-06 13:47:00,,18,,True,6,,True,False,,False,0,True
5365,19,7,2026-05-16 09:30,0.20,-0.23,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.2,,True,,-0.23,,True,,2026-05-16 09:30:00,,19,,True,7,,True,False,,False,0,True
4811,20,8,2026-04-21 10:35,-0.21,0.81,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.21,,True,,0.81,,True,,2026-04-21 10:35:00,,20,,True,8,,True,False,,False,0,True
5740,21,9,2026-04-21 17:00,0.92,0.95,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.92,,True,,0.95,,True,,2026-04-21 17:00:00,,21,,True,9,,True,False,,False,0,True
778,22,10,2026-05-05 09:47,0.50,0.50,Comprendió el problema planteado,Comprendió el problema planteado,0.5,,True,,0.5,,True,,2026-05-05 09:47:00,,22,,True,10,,True,False,,False,0,True
1901,23,11,2026-05-07 11:55,0.34,-0.01,Encontró una solución funcional,Encontró una solución funcional,0.34,,True,,-0.01,,True,,2026-05-07 11:55:00,,23,,True,11,,True,False,,False,0,True
2324,24,12,2026-04-04 09:22,-0.60,0.26,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.6,,True,,0.26,,True,,2026-04-04 09:22:00,,24,,True,12,,True,False,,False,0,True
5745,25,1,2026-05-21 12:31,0.88,-0.93,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.88,,True,,-0.93,,True,,2026-05-21 12:31:00,,25,,True,1,,True,False,,False,0,True
4349,1,2,2026-04-23 11:12,0.56,0.95,Encontró una solución funcional,Encontró una solución funcional,0.56,,True,,0.95,,True,,2026-04-23 11:12:00,,1,,True,2,,True,False,,False,0,True
2719,2,3,2026-05-25 08:36,-0.45,0.98,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.45,,True,,0.98,,True,,2026-05-25 08:36:00,,2,,True,3,,True,False,,False,0,True
4176,3,4,2026-04-01 09:10,0.93,0.98,Encontró una solución funcional,Encontró una solución funcional,0.93,,True,,0.98,,True,,2026-04-01 09:10:00,,3,,True,4,,True,False,,False,0,True
2097,4,5,2026-05-25 15:24,0.03,-0.21,Completó una etapa intermedia,Completó una etapa intermedia,0.03,,True,,-0.21,,True,,2026-05-25 15:24:00,,4,,True,5,,True,False,,False,0,True
5380,5,6,2026-04-08 15:42,-0.22,0.39,Revisó materiales del curso,Revisó materiales del curso,-0.22,,True,,0.39,,True,,2026-04-08 15:42:00,,5,,True,6,,True,False,,False,0,True
5934,6,7,2026-04-05 08:10,-1.22,0.76,Comprendió el problema planteado,Comprendió el problema planteado,-1.22,,False,valencia fuera de rango: -1.22,0.76,,True,,2026-04-05 08:10:00,,6,,True,7,,True,False,,False,1,False
739,7,8,2026-05-21 10:37,0.21,0.74,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.21,,True,,0.74,,True,,2026-05-21 10:37:00,,7,,True,8,,True,False,,False,0,True
937,8,9,2026-05-28 15:32,-0.10,0.75,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.1,,True,,0.75,,True,,2026-05-28 15:32:00,,8,,True,9,,True,False,,False,0,True
653,9,10,2026-04-04 15:14,0.40,0.03,Encontró una solución funcional,Encontró una solución funcional,0.4,,True,,0.03,,True,,2026-04-04 15:14:00,,9,,True,10,,True,False,,False,0,True
3514,10,11,2026-05-04 14:50,0.25,-0.09,Completó una etapa intermedia,Completó una etapa intermedia,0.25,,True,,-0.09,,True,,2026-05-04 14:50:00,,10,,True,11,,True,False,,False,0,True
1206,11,12,2026-05-09 09:39,0.07,-0.11,Revisó materiales del curso,Revisó materiales del curso,0.07,,True,,-0.11,,True,,2026-05-09 09:39:00,,11,,True,12,,True,False,,False,0,True
3997,12,1,2026-05-25 15:37,0.39,0.56,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.39,,True,,0.56,,True,,2026-05-25 15:37:00,,12,,True,1,,True,False,,False,0,True
3265,13,2,2026-04-28 08:10,0.09,0.03,Completó una etapa intermedia,Completó una etapa intermedia,0.09,,True,,0.03,,True,,2026-04-28 08:10:00,,13,,True,2,,True,False,,False,0,True
2487,14,3,2026-05-02 14:52,-0.39,0.98,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.39,,True,,0.98,,True,,2026-05-02 14:52:00,,14,,True,3,,True,False,,False,0,True
31,15,4,2026-05-27 16:34,0.25,-0.36,Revisó materiales del curso,Revisó materiales del curso,0.25,,True,,-0.36,,True,,2026-05-27 16:34:00,,15,,True,4,,True,False,,False,0,True
3754,16,5,2026-05-15 17:09,0.06,0.07,Completó una etapa intermedia,Completó una etapa intermedia,0.06,,True,,0.07,,True,,2026-05-15 17:09:00,,16,,True,5,,True,False,,False,0,True
4632,17,6,2026-05-24 16:02,-0.40,0.70,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.4,,True,,0.7,,True,,2026-05-24 16:02:00,,17,,True,6,,True,False,,False,0,True
563,18,7,2026-05-01 13:06,0.30,0.26,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.3,,True,,0.26,,True,,2026-05-01 13:06:00,,18,,True,7,,True,False,,False,0,True
2100,19,8,2026-05-22 13:22,0.32,0.58,,Sin comentario,0.32,,True,,0.58,,True,,2026-05-22 13:22:00,,19,,True,8,,True,False,,False,0,True
4362,20,9,2026-05-04 15:08,-0.24,0.60,Revisó materiales del curso,Revisó materiales del curso,-0.24,,True,,0.6,,True,,2026-05-04 15:08:00,,20,,True,9,,True,False,,False,0,True
2459,21,10,2026-04-25 10:08,0.30,0.35,Revisó materiales del curso,Revisó materiales del curso,0.3,,True,,0.35,,True,,2026-04-25 10:08:00,,21,,True,10,,True,False,,False,0,True
3622,22,11,2026-05-22 11:43,0.08,0.64,Completó una etapa intermedia,Completó una etapa intermedia,0.08,,True,,0.64,,True,,2026-05-22 11:43:00,,22,,True,11,,True,False,,False,0,True
372,23,12,2026-05-16 10:34,0.06,0.51,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.06,,True,,0.51,,True,,2026-05-16 10:34:00,,23,,True,12,,True,False,,False,0,True
3951,24,1,2026-04-29 12:58,-0.07,0.30,Completó una etapa intermedia,Completó una etapa intermedia,-0.07,,True,,0.3,,True,,2026-04-29 12:58:00,,24,,True,1,,True,False,,False,0,True
3966,25,2,2026-05-04 17:54,0.10,0.32,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.1,,True,,0.32,,True,,2026-05-04 17:54:00,,25,,True,2,,True,False,,False,0,True
712,1,3,2026-05-10 16:37,0.15,0.03,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.15,,True,,0.03,,True,,2026-05-10 16:37:00,,1,,True,3,,True,False,,False,0,True
1528,2,4,2026-05-16 16:45,0.16,-0.46,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.16,,True,,-0.46,,True,,2026-05-16 16:45:00,,2,,True,4,,True,False,,False,0,True
4034,3,5,2026-04-28 08:40,-0.30,0.36,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.3,,True,,0.36,,True,,2026-04-28 08:40:00,,3,,True,5,,True,False,,False,0,True
3751,4,6,2026-05-22 09:14,0.42,0.08,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.42,,True,,0.08,,True,,2026-05-22 09:14:00,,4,,True,6,,True,False,,False,0,True
380,5,7,2026-04-27 09:31,0.72,0.65,Comprendió el problema planteado,Comprendió el problema planteado,0.72,,True,,0.65,,True,,2026-04-27 09:31:00,,5,,True,7,,True,False,,False,0,True
2718,6,8,2026-05-29 15:30,0.06,0.44,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.06,,True,,0.44,,True,,2026-05-29 15:30:00,,6,,True,8,,True,False,,False,0,True
3431,7,9,2026-05-24 09:03,0.24,0.12,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.24,,True,,0.12,,True,,2026-05-24 09:03:00,,7,,True,9,,True,False,,False,0,True
2112,8,10,2026-05-25 11:12,0.19,-0.12,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.19,,True,,-0.12,,True,,2026-05-25 11:12:00,,8,,True,10,,True,False,,False,0,True
1302,9,11,2026-04-28 11:33,-0.66,0.71,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.66,,True,,0.71,,True,,2026-04-28 11:33:00,,9,,True,11,,True,False,,False,0,True
68,10,12,2026-04-18 10:22,0.46,0.70,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.46,,True,,0.7,,True,,2026-04-18 10:22:00,,10,,True,12,,True,False,,False,0,True
1345,11,1,2026-04-06 14:05,0.45,-0.16,Comprendió el problema planteado,Comprendió el problema planteado,0.45,,True,,-0.16,,True,,2026-04-06 14:05:00,,11,,True,1,,True,False,,False,0,True
2261,12,2,2026-05-26 12:28,0.61,0.53,Comprendió el problema planteado,Comprendió el problema planteado,0.61,,True,,0.53,,True,,2026-05-26 12:28:00,,12,,True,2,,True,False,,False,0,True
3221,13,3,2026-04-12 13:28,-0.32,0.79,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.32,,True,,0.79,,True,,2026-04-12 13:28:00,,13,,True,3,,True,False,,False,0,True
678,14,4,2026-05-09 09:52,0.33,0.84,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.33,,True,,0.84,,True,,2026-05-09 09:52:00,,14,,True,4,,True,False,,False,0,True
3057,15,5,2026-04-23 15:16,0.09,0.09,,Sin comentario,0.09,,True,,0.09,,True,,2026-04-23 15:16:00,,15,,True,5,,True,False,,False,0,True
1968,16,6,2026-05-21 08:56,0.14,0.02,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.14,,True,,0.02,,True,,2026-05-21 08:56:00,,16,,True,6,,True,False,,False,0,True
112,17,7,2026-04-24 14:13,0.22,-0.61,Completó una etapa intermedia,Completó una etapa intermedia,0.22,,True,,-0.61,,True,,2026-04-24 14:13:00,,17,,True,7,,True,False,,False,0,True
4017,18,8,2026-05-26 10:47,0.50,0.61,Recibió una devolución positiva,Recibió una devolución positiva,0.5,,True,,0.61,,True,,2026-05-26 10:47:00,,18,,True,8,,True,False,,False,0,True
3470,19,9,2026-04-10 14:43,0.20,-0.44,Registró una respuesta breve,Registró una respuesta breve,0.2,,True,,-0.44,,True,,2026-04-10 14:43:00,,19,,True,9,,True,False,,False,0,True
2263,20,10,2026-05-28 10:02,-0.34,0.71,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.34,,True,,0.71,,True,,2026-05-28 10:02:00,,20,,True,10,,True,False,,False,0,True
5504,21,11,2026-05-13 09:35,0.33,0.90,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.33,,True,,0.9,,True,,2026-05-13 09:35:00,,21,,True,11,,True,False,,False,0,True
3456,22,12,2026-04-20 08:03,0.37,-0.28,Recibió una devolución positiva,Recibió una devolución positiva,0.37,,True,,-0.28,,True,,2026-04-20 08:03:00,,22,,True,12,,True,False,,False,0,True
824,23,1,2026-05-10 10:21,0.56,0.35,Comprendió el problema planteado,Comprendió el problema planteado,0.56,,True,,0.35,,True,,2026-05-10 10:21:00,,23,,True,1,,True,False,,False,0,True
5800,24,2,2026-05-10 11:48,-0.32,0.03,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.32,,True,,0.03,,True,,2026-05-10 11:48:00,,24,,True,2,,True,False,,False,0,True
4408,25,3,2026-04-20 08:07,0.56,0.21,Recibió una devolución positiva,Recibió una devolución positiva,0.56,,True,,0.21,,True,,2026-04-20 08:07:00,,25,,True,3,,True,False,,False,0,True
1276,1,4,2026-05-04 11:00,-0.17,0.04,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.17,,True,,0.04,,True,,2026-05-04 11:00:00,,1,,True,4,,True,False,,False,0,True
5641,2,5,2026-05-24 17:01,0.91,0.87,Comprendió el problema planteado,Comprendió el problema planteado,0.91,,True,,0.87,,True,,2026-05-24 17:01:00,,2,,True,5,,True,False,,False,0,True
5675,3,6,2026-05-01 13:40,0.99,0.99,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.99,,True,,0.99,,True,,2026-05-01 13:40:00,,3,,True,6,,True,False,,False,0,True
285,4,7,2026-04-08 15:17,-0.67,0.53,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.67,,True,,0.53,,True,,2026-04-08 15:17:00,,4,,True,7,,True,False,,False,0,True
2737,5,8,2026-04-18 09:28,0.41,0.96,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.41,,True,,0.96,,True,,2026-04-18 09:28:00,,5,,True,8,,True,False,,False,0,True
4010,6,9,2026-05-19 16:15,0.29,0.34,Registró una respuesta breve,Registró una respuesta breve,0.29,,True,,0.34,,True,,2026-05-19 16:15:00,,6,,True,9,,True,False,,False,0,True
5422,7,10,2026-05-08 09:55,0.49,-0.81,Recibió una devolución positiva,Recibió una devolución positiva,0.49,,True,,-0.81,,True,,2026-05-08 09:55:00,,7,,True,10,,True,False,,False,0,True
1020,8,11,2026-05-01 15:07,-0.36,0.40,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.36,,True,,0.4,,True,,2026-05-01 15:07:00,,8,,True,11,,True,False,,False,0,True
5000,9,12,2026-05-02 15:19,0.32,0.16,Recibió una devolución positiva,Recibió una devolución positiva,0.32,,True,,0.16,,True,,2026-05-02 15:19:00,,9,,True,12,,True,False,,False,0,True
3326,10,1,2026-04-19 08:11,0.60,0.29,Recibió una devolución positiva,Recibió una devolución positiva,0.6,,True,,0.29,,True,,2026-04-19 08:11:00,,10,,True,1,,True,False,,False,0,True
5352,11,2,2026-05-19 10:02,-0.28,0.38,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.28,,True,,0.38,,True,,2026-05-19 10:02:00,,11,,True,2,,True,False,,False,0,True
3472,12,3,2026-04-13 11:18,0.21,0.29,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.21,,True,,0.29,,True,,2026-04-13 11:18:00,,12,,True,3,,True,False,,False,0,True
391,13,4,2026-05-12 12:52,-0.00,0.31,Registró una respuesta breve,Registró una respuesta breve,-0.0,,True,,0.31,,True,,2026-05-12 12:52:00,,13,,True,4,,True,False,,False,0,True
1244,14,5,2026-05-09 09:30,0.08,0.13,Revisó materiales del curso,Revisó materiales del curso,0.08,,True,,0.13,,True,,2026-05-09 09:30:00,,14,,True,5,,True,False,,False,0,True
3122,15,6,2026-04-13 17:30,0.08,0.12,Registró una respuesta breve,Registró una respuesta breve,0.08,,True,,0.12,,True,,2026-04-13 17:30:00,,15,,True,6,,True,False,,False,0,True
2735,16,7,2026-04-09 10:48,-0.98,0.70,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.98,,True,,0.7,,True,,2026-04-09 10:48:00,,16,,True,7,,True,False,,False,0,True
5671,17,8,2026-04-18 10:09,0.24,0.20,Registró una respuesta breve,Registró una respuesta breve,0.24,,True,,0.2,,True,,2026-04-18 10:09:00,,17,,True,8,,True,False,,False,0,True
5278,18,9,2026-05-05 17:25,0.02,0.24,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.02,,True,,0.24,,True,,2026-05-05 17:25:00,,18,,True,9,,True,False,,False,0,True
1509,19,10,2026-05-07 14:28,0.46,0.59,,Sin comentario,0.46,,True,,0.59,,True,,2026-05-07 14:28:00,,19,,True,10,,True,False,,False,0,True
4407,20,11,2026-04-15 09:38,0.06,0.10,Completó una etapa intermedia,Completó una etapa intermedia,0.06,,True,,0.1,,True,,2026-04-15 09:38:00,,20,,True,11,,True,False,,False,0,True
3829,21,12,2026-04-18 15:17,0.19,0.33,Revisó materiales del curso,Revisó materiales del curso,0.19,,True,,0.33,,True,,2026-04-18 15:17:00,,21,,True,12,,True,False,,False,0,True
316,22,1,2026-04-03 14:34,0.64,-0.45,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.64,,True,,-0.45,,True,,2026-04-03 14:34:00,,22,,True,1,,True,False,,False,0,True
783,23,2,2026-05-26 16:36,-0.03,-0.37,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.03,,True,,-0.37,,True,,2026-05-26 16:36:00,,23,,True,2,,True,False,,False,0,True
935,24,3,2026-04-11 11:30,0.03,-0.14,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.03,,True,,-0.14,,True,,2026-04-11 11:30:00,,24,,True,3,,True,False,,False,0,True
4804,25,4,2026-04-28 09:24,0.24,0.31,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.24,,True,,0.31,,True,,2026-04-28 09:24:00,,25,,True,4,,True,False,,False,0,True
248,1,5,2026-05-27 12:29,0.39,0.21,Comprendió el problema planteado,Comprendió el problema planteado,0.39,,True,,0.21,,True,,2026-05-27 12:29:00,,1,,True,5,,True,False,,False,0,True
1612,2,6,2026-04-07 10:44,-0.09,-0.19,Completó una etapa intermedia,Completó una etapa intermedia,-0.09,,True,,-0.19,,True,,2026-04-07 10:44:00,,2,,True,6,,True,False,,False,0,True
2421,3,7,2026-05-26 17:01,0.29,0.54,Revisó materiales del curso,Revisó materiales del curso,0.29,,True,,0.54,,True,,2026-05-26 17:01:00,,3,,True,7,,True,False,,False,0,True
2320,4,8,2026-04-19 09:05,0.47,0.76,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.47,,True,,0.76,,True,,2026-04-19 09:05:00,,4,,True,8,,True,False,,False,0,True
3480,5,9,2026-04-18 17:26,-0.59,0.80,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.59,,True,,0.8,,True,,2026-04-18 17:26:00,,5,,True,9,,True,False,,False,0,True
5411,6,10,2026-05-01 16:25,-0.11,0.74,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.11,,True,,0.74,,True,,2026-05-01 16:25:00,,6,,True,10,,True,False,,False,0,True
1079,7,11,2026-05-12 16:05,-0.12,0.71,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.12,,True,,0.71,,True,,2026-05-12 16:05:00,,7,,True,11,,True,False,,False,0,True
3626,8,12,2026-04-25 13:51,0.51,0.60,Encontró una solución funcional,Encontró una solución funcional,0.51,,True,,0.6,,True,,2026-04-25 13:51:00,,8,,True,12,,True,False,,False,0,True
3881,9,1,2026-05-18 13:51,0.38,-0.02,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.38,,True,,-0.02,,True,,2026-05-18 13:51:00,,9,,True,1,,True,False,,False,0,True
4487,10,2,2026-04-25 10:01,-0.39,0.70,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.39,,True,,0.7,,True,,2026-04-25 10:01:00,,10,,True,2,,True,False,,False,0,True
3016,11,3,2026-04-11 16:00,-0.18,0.12,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.18,,True,,0.12,,True,,2026-04-11 16:00:00,,11,,True,3,,True,False,,False,0,True
5742,12,4,2026-04-01 16:40,-0.94,-0.86,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.94,,True,,-0.86,,True,,2026-04-01 16:40:00,,12,,True,4,,True,False,,False,0,True
4978,13,5,2026-05-30 11:28,0.16,-0.09,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.16,,True,,-0.09,,True,,2026-05-30 11:28:00,,13,,True,5,,True,False,,False,0,True
5065,14,6,2026-05-24 08:37,-0.49,0.63,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.49,,True,,0.63,,True,,2026-05-24 08:37:00,,14,,True,6,,True,False,,False,0,True
5025,15,7,2026-05-20 09:51,-0.12,0.19,Revisó materiales del curso,Revisó materiales del curso,-0.12,,True,,0.19,,True,,2026-05-20 09:51:00,,15,,True,7,,True,False,,False,0,True
4707,16,8,2026-04-01 11:37,0.52,-0.24,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.52,,True,,-0.24,,True,,2026-04-01 11:37:00,,16,,True,8,,True,False,,False,0,True
3817,17,9,2026-04-11 17:58,-0.16,0.52,Completó una etapa intermedia,Completó una etapa intermedia,-0.16,,True,,0.52,,True,,2026-04-11 17:58:00,,17,,True,9,,True,False,,False,0,True
4652,18,10,2026-05-02 16:09,-0.18,0.84,Revisó materiales del curso,Revisó materiales del curso,-0.18,,True,,0.84,,True,,2026-05-02 16:09:00,,18,,True,10,,True,False,,False,0,True
322,19,11,2026-04-21 12:05,-0.14,0.01,Registró una respuesta breve,Registró una respuesta breve,-0.14,,True,,0.01,,True,,2026-04-21 12:05:00,,19,,True,11,,True,False,,False,0,True
4285,20,12,2026-04-28 16:32,-0.60,0.44,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.6,,True,,0.44,,True,,2026-04-28 16:32:00,,20,,True,12,,True,False,,False,0,True
2058,21,1,2026-04-11 09:02,0.08,0.23,Completó una etapa intermedia,Completó una etapa intermedia,0.08,,True,,0.23,,True,,2026-04-11 09:02:00,,21,,True,1,,True,False,,False,0,True
5282,22,2,2026-04-09 09:59,0.28,0.20,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.28,,True,,0.2,,True,,2026-04-09 09:59:00,,22,,True,2,,True,False,,False,0,True
339,23,3,2026-05-25 14:02,-0.27,0.57,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.27,,True,,0.57,,True,,2026-05-25 14:02:00,,23,,True,3,,True,False,,False,0,True
3699,24,4,2026-04-03 13:51,-0.15,0.44,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.15,,True,,0.44,,True,,2026-04-03 13:51:00,,24,,True,4,,True,False,,False,0,True
4642,25,5,2026-05-28 12:06,0.43,0.77,,Sin comentario,0.43,,True,,0.77,,True,,2026-05-28 12:06:00,,25,,True,5,,True,False,,False,0,True
3602,1,6,2026-04-19 12:07,0.22,0.31,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.22,,True,,0.31,,True,,2026-04-19 12:07:00,,1,,True,6,,True,False,,False,0,True
4403,2,7,2026-04-30 14:26,0.26,0.44,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.26,,True,,0.44,,True,,2026-04-30 14:26:00,,2,,True,7,,True,False,,False,0,True
3084,3,8,2026-05-23 16:05,0.05,0.36,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.05,,True,,0.36,,True,,2026-05-23 16:05:00,,3,,True,8,,True,False,,False,0,True
5497,4,9,2026-05-19 17:50,0.29,-0.11,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.29,,True,,-0.11,,True,,2026-05-19 17:50:00,,4,,True,9,,True,False,,False,0,True
5417,5,10,2026-05-17 17:30,0.46,0.58,Encontró una solución funcional,Encontró una solución funcional,0.46,,True,,0.58,,True,,2026-05-17 17:30:00,,5,,True,10,,True,False,,False,0,True
442,6,11,2026-04-27 15:12,0.90,-0.16,Encontró una solución funcional,Encontró una solución funcional,0.9,,True,,-0.16,,True,,2026-04-27 15:12:00,,6,,True,11,,True,False,,False,0,True
727,7,12,2026-04-15 11:54,0.64,0.04,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.64,,True,,0.04,,True,,2026-04-15 11:54:00,,7,,True,12,,True,False,,False,0,True
1492,8,1,2026-04-14 14:23,-0.07,-0.03,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.07,,True,,-0.03,,True,,2026-04-14 14:23:00,,8,,True,1,,True,False,,False,0,True
1095,9,2,2026-04-15 08:03,0.36,-0.06,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.36,,True,,-0.06,,True,,2026-04-15 08:03:00,,9,,True,2,,True,False,,False,0,True
4430,10,3,2026-04-10 08:14,-0.23,0.06,Registró una respuesta breve,Registró una respuesta breve,-0.23,,True,,0.06,,True,,2026-04-10 08:14:00,,10,,True,3,,True,False,,False,0,True
4236,11,4,2026-05-13 11:34,0.39,0.61,Encontró una solución funcional,Encontró una solución funcional,0.39,,True,,0.61,,True,,2026-05-13 11:34:00,,11,,True,4,,True,False,,False,0,True
4620,12,5,2026-05-01 10:41,-0.35,0.80,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.35,,True,,0.8,,True,,2026-05-01 10:41:00,,12,,True,5,,True,False,,False,0,True
1628,13,6,2026-04-29 10:29,0.44,0.50,Encontró una solución funcional,Encontró una solución funcional,0.44,,True,,0.5,,True,,2026-04-29 10:29:00,,13,,True,6,,True,False,,False,0,True
4598,14,7,2026-05-24 10:13,-0.02,0.64,Registró una respuesta breve,Registró una respuesta breve,-0.02,,True,,0.64,,True,,2026-05-24 10:13:00,,14,,True,7,,True,False,,False,0,True
2998,15,8,2026-04-23 14:01,0.75,0.67,Comprendió el problema planteado,Comprendió el problema planteado,0.75,,True,,0.67,,True,,2026-04-23 14:01:00,,15,,True,8,,True,False,,False,0,True
4388,16,9,2026-05-26 16:48,-0.38,0.08,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.38,,True,,0.08,,True,,2026-05-26 16:48:00,,16,,True,9,,True,False,,False,0,True
3734,17,10,2026-05-07 13:52,0.16,-0.06,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.16,,True,,-0.06,,True,,2026-05-07 13:52:00,,17,,True,10,,True,False,,False,0,True
